PERMIT#,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,WORK_DESCRIPTION,CONTACT_1_TYPE,CONTACT_1_NAME,CONTACT_2_TYPE,CONTACT_2_NAME,CONTACT_3_TYPE,CONTACT_3_NAME,full_address,is_city_initiated
100359007,3619,S,HERMITAGE AVE,WRECK AND REMOVE A 1 STORY RESIDENTIAL FRAME RESIDENTIAL GARAGE.,CONTRACTOR-WRECKING,A W E C INCORPORATED,OWNER,CHI-TUNG CONSTRUCTION,,,3619 S HERMITAGE AVE,False
100353601,317,W,110TH PL,WRECK AND REMOVE A 2 STORY FRAME BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,317 W 110TH PL,True
100362194,5754,S,MAPLEWOOD AVE,WRECK & REMOVE 2 STORY BRICK RESIDENTIAL BUILDING W/ BSMT,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,5754 S MAPLEWOOD AVE,True
100361844,314,S,SPAULDING AVE,WRECK AND REMOVE 2 STORY BRICK BUILDING,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,314 S SPAULDING AVE,True
100365925,330,W,59TH PL,WRECK & REMOVE TWO STORY FRAME BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,330 W 59TH PL,True
100362541,633,E,133RD ST,WRECK AND REMOVE 2 AND 3 STORY BUILDING(CONVENT BUILDING ONLY),CONTRACTOR-WRECKING,MIDWEST WRECKING,OWNER,CATHOLIC BISHOP CHGO,,,633 E 133RD ST,False
100359842,1540,S,KARLOV AVE,WRECK & REMOVE 2 STORY BRICK BUILDING,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,1540 S KARLOV AVE,True
100361734,4948,S,PRINCETON AVE,EMERGENCY WRECK AND REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,4948 S PRINCETON AVE,True
100363198,664,W,BARRY AVE,WRECK AND REMOVE 2 STORY BRICK BUILDING,CONTRACTOR-WRECKING,DEMOX,OWNER,700 W. BARRY DEV. LLC,,,664 W BARRY AVE,False
100364923,652,E,42ND ST,WRECK & REMOVE 3 STORY DUPLEX RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,652 E 42ND ST,True
100356330,12053,S,INDIANA AVE,WRECK AND REMOVE A 2 STORY MULTI UNIT RESIDENTIAL BUILDING WITH BASEMENT & ATTIC & GARAGE,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,12053 S INDIANA AVE,True
100363852,215,W,110TH PL,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,215 W 110TH PL,True
100355455,3142,N,CLIFTON AVE,WRECK & REMOVE SINGLE FAMILY RESIDENCE & GARAGE,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,BGC INC.,,,3142 N CLIFTON AVE,False
100365849,1615,W,WARREN BLVD,WRECK AND REMOVE 2 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,K C M COMPANIES INC,OWNER,NATIONAL UNIVERSITY,,,1615 W WARREN BLVD,False
100355677,816,W,MARQUETTE RD,WRECK & REMOVE 1.5 STORY FRAME REAR (COACH) RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,816 W MARQUETTE RD,True
100360111,2302,S,DEARBORN ST,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,2302 S DEARBORN ST,True
100365819,6241,W,CORNELIA AVE,WRECK & REMOVE 1 STORY FRAME DETACHED GARAGE,CONTRACTOR-WRECKING,COLOSIMOS CONSTRUCTION,OWNER,GEORGIA GANAS,,,6241 W CORNELIA AVE,False
100359017,402,W,118TH ST,WRECK AND REMOVE A 1 STORY BRICK RESIDENTIAL BUILDING,CONTRACTOR-GENERAL CONTRACTOR,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,402 W 118TH ST,True
100357061,2031,W,69TH PL,WRECK & REMOVE 1 STORY FRAME RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,2031 W 69TH PL,True
100354236,405,N,DRAKE AVE,WRECK AND REMOVE 1 1/2 STORY BRICK BUILDING,CONTRACTOR-WRECKING,DELTA DEMOLITION,CONTRACTOR-WRECKING,JEFF M FINUCANE,OWNER,CITY OF CHICAGO,405 N DRAKE AVE,True
100357508,1852,N,HOYNE AVE,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DEMOX,OWNER,WALTER TECH,,,1852 N HOYNE AVE,False
100357694,2041,N,RACINE AVE,WRECK AND REMOVE A 2 FLAT BRICK BUILDING WITH GARAGE.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,BD DEVELOPMENT,,,2041 N RACINE AVE,False
100357868,11541,S,CHAMPLAIN AVE,WRECK AND REMOVE 1 STORY METAL BUILDING,CONTRACTOR-WRECKING,B & B CONSTRUCTION,OWNER,SHERMAN WILLIAMS COMPANY,,,11541 S CHAMPLAIN AVE,False
100362984,7737,S,GREENWOOD AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NEW LIFE COVENANT OAKWOOD CHURCH,,,7737 S GREENWOOD AVE,False
100364118,4854,W,GLADYS AVE,WRECK & REMOVE 2 STORY BRICK BUILDING W/ BSMT,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,4854 W GLADYS AVE,True
100354793,128,W,104TH ST,WRECK AND REMOVE FRAME SINGLE FAMILY 1 STORY,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CHRISTIAN MISSIONARY BAPTIST CHURCH,,,128 W 104TH ST,False
100366267,3822,N,TRIPP AVE,WRECK & REMOVE 2 STORIES FRAME RESIDENTIAL HOUSE & DETACHED FRAME  GARAGE.,CONTRACTOR-WRECKING,"LAGOS GENERAL CONTRACTORS, INC",OWNER,JEFF & RENEE LINNEMEYER,,,3822 N TRIPP AVE,False
100358796,4309,W,MAYPOLE AVE,EMERGENCY WRECK AND REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,4309 W MAYPOLE AVE,True
100359398,6424,S,WOLCOTT AVE,WRECK AND REMOVE A 2 1\2 STORY FRAME RESIDENTIAL BUILDING WITH BASEMENT AND ATTIC.,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,6424 S WOLCOTT AVE,True
100361907,5049,W,CARMEN AVE,WRECK AND REMOVE A 2 STORY MULTI FAMILY FRAME RESIDENTIAL BUILDING AND GARAGE.,CONTRACTOR-WRECKING,"LAUGHILL CONSTRUCTION, INC.",OWNER,"RESIDENTIAL THE MAPLES, LLC",,,5049 W CARMEN AVE,False
100362261,3021,S,HOMAN AVE,WRECK AND REMOVE A 1 STORY BRICK BUILDING,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,OZALLA CONSTRUCTION,,,3021 S HOMAN AVE,False
100360826,11345,S,YALE AVE,EMERGENCY DEMOLITION: WRECK AND REMVOE A 1 STORY BRICK RESIDENTIAL HOUSE.,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,11345 S YALE AVE,True
100361556,1351,S,KEELER AVE,WRECK & REMOVE 3 STORY BRICK RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,1351 S KEELER AVE,True
100360495,3559,W,DIVERSEY AVE,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING.,CONTRACTOR-WRECKING,SCHILLER CONTRACTING INS,OWNER,WHOLESALE OIL COMPANY,,,3559 W DIVERSEY AVE,False
100362982,7726,S,GREENWOOD AVE,WRECK AND REMOVE A 1 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NEW LIFE COVENANT OAKWOOD CHURCH,,,7726 S GREENWOOD AVE,False
100362556,9357,S,BALTIMORE AVE,WRECK & REMOVE TWO STORY FRAME BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,9357 S BALTIMORE AVE,True
100358190,6631,W,IMLAY ST,WRECK AND REMOVE A SFR,CONTRACTOR-WRECKING,K & K CONTRACTORS,OWNER,FRANK GNOITT,,,6631 W IMLAY ST,False
100356911,6643,S,HARTWELL AVE,WRECK & REMOVE 1 STORY FRAME BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,6643 S HARTWELL AVE,True
100380882,2335,S,KOSTNER AVE,WRECK AND REMOVE A 2 STORY RESIDENTIAL BRICK BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,B & E DEVELOPMENT,,,2335 S KOSTNER AVE,False
100364529,3210,W,FULTON BLVD,WRECK & REMOVE 2 STORY BRICK BUILDING,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,3210 W FULTON BLVD,True
100358070,3310,N,RIDGEWAY AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,NEIL APPLEBAUM,,,3310 N RIDGEWAY AVE,False
100356647,6939,S,MAY ST,WRECK AND REMOVE A 2 STORY FRAME MULTI USE RESIDENTIAL BUILDING & 1 STORY FRAME GARAGE.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,6939 S MAY ST,True
100358946,1140,W,68TH ST,WRECK AND REMOVE A 1 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,1140 W 68TH ST,True
100363855,6641,S,OAKLEY AVE,WRECK AND REMOVE A 1 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,6641 S OAKLEY AVE,True
100362740,6444,N,FRANCISCO AVE,WRECK AND REMOVE 3 STORY BRICK RESIDENCE AND 3 CAR DETACHED GARAGE,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,6444 N FRANCISCO AVE,True
100357845,5938,S,PAULINA ST,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,GENERAL WRECKING CO.,OWNER,CITY OF CHICAGO,,,5938 S PAULINA ST,True
100357168,2000,W,CERMAK RD,WRECK & REMOVE 2 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,NATIONAL WRECKING CO,OWNER,JP MORGAN CHASE & CO,,,2000 W CERMAK RD,False
100355014,1905,N,HOWE ST,WRECK AND REMOVE A 3 STORY RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,BRINKMAN,,,1905 N HOWE ST,False
100359149,11579,S,STATE ST,WRECK & REMOVE 1 STORY FRAME BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,11579 S STATE ST,True
100362299,1520,W,DIVERSEY PKWY,WRECK & REMOVE 1 1/2 STORY FRAME SINGLE FAMILY & GARAGE,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,MEADE CONSTRUCTION,,,1520 W DIVERSEY PKWY,False
100358116,2432,N,MARSHFIELD AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL HOME WITH DETACHED FRAME GARAGE.,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,JIMMY BANYS,,,2432 N MARSHFIELD AVE,False
100356830,5100,W,IOWA ST,WRECK AND REMOVE A 3 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,5100 W IOWA ST,True
100364833,10341,S,TORRENCE AVE,WRECK AND REMOVE A 1 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,10341 S TORRENCE AVE,True
100362975,7713,S,GREENWOOD AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NEW LIFE COVENANT OAKWOOD CHURCH,,,7713 S GREENWOOD AVE,False
100361562,33,N,PINE AVE,WRECK & REMOVE 2 STORY FRAME FIRE DAMAGED RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,33 N PINE AVE,True
100360909,3354,W,HURON ST,WRECK AND REMOVE A 2 STORY RESIDENTIAL BUILDING.,CONTRACTOR-GENERAL CONTRACTOR,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,3354 W HURON ST,True
100365661,443,W,57TH PL,WRECK AND REMOVE A 2 STORY RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,GARFIELD DEVELOPMENT CO. INC.,,,443 W 57TH PL,False
100360908,932,N,MONTICELLO AVE,WRECK AND REMOVE A 2 STORY RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,932 N MONTICELLO AVE,True
100361529,12243,S,WALLACE ST,WRECK AND REMOVE A 2 STORY HOME WITHDETACHED GARAGE.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,ANDY MILLER,,,12243 S WALLACE ST,False
100365504,504,S,OAKLEY BLVD,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,504 S OAKLEY BLVD,True
100355938,516,W,57TH ST,WRECK & REMOVE 2 STORY FRAME RESIDENTIAL BUILDING,CONTRACTOR-GENERAL CONTRACTOR,LEEWAY WRECKER INC.,OWNER,GARFIELD DEVELOPMENT CO. INC.,,,516 W 57TH ST,False
100364566,3625,W,73RD ST,"DEMOLITION OF TWO 1 STORY STORAGE SHEDS-NO UTILITIES, CONSTRUCTED OF STEEL.",CONTRACTOR-WRECKING,BRANDENBURG IND SERV C,OWNER,PEOPLE GAS,,,3625 W 73RD ST,False
100364539,432,W,58TH ST,WRECK & REMOVE 2 STORY FRAME RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,GARFIELD DEVELOPMENT,,,432 W 58TH ST,False
100354945,22,E,108TH ST,WRECK AND REMVOE A 1 STORY BRICK GARAGE,CONTRACTOR-WRECKING,BATTIS COMPANY,OWNER,ROSLYN HALEY,,,22 E 108TH ST,False
100365662,3320,S,SEELEY AVE,WRECK AND REMOVE A 2 STORY RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,KING LIN CHAN,,,3320 S SEELEY AVE,False
100361552,1830,S,HARDING AVE,WRECK & REMOVE 1 STORY BRICK BUILDING,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,1830 S HARDING AVE,True
100365109,2575,W,ARGYLE ST,WRECK & REMOVE 2 STORY FRAME HOUSE W/ FULL BSMT,CONTRACTOR-WRECKING,J & M HAULING CO INC,OWNER,PETER VUKOSAVICH,,,2575 W ARGYLE ST,False
100357318,11141,S,EDBROOKE AVE,EMERGENCY DEMO OF 1 1/2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,11141 S EDBROOKE AVE,True
100356912,1346,S,PULASKI RD,WRECK & REMOVE TWO STORY FRAME BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,1346 S PULASKI RD,True
100359008,4910,W,KINZIE ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL BUILDING,CONTRACTOR-GENERAL CONTRACTOR,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,4910 W KINZIE ST,True
100354855,643,W,115TH ST,WRECK AND REMOVE 4 FT MASONRY WALL,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,643 W 115TH ST,True
100360916,3011,W,DIVERSEY AVE,WRECK AND REMOVE A 2 STORY BRICK RESIDENTIAL,CONTRACTOR-WRECKING,A W E C INCORPORATED,OWNER,CONSTRUCTION PRAXIS,,,3011 W DIVERSEY AVE,False
100358810,6718,S,HONORE ST,EMERGENCY WRECK AND REMOVE 1 1/2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,6718 S HONORE ST,True
100361559,4253,W,MAYPOLE AVE,WRECK & REMOVE 1 STORY FRAME BUILDING,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,4253 W MAYPOLE AVE,True
100359279,4529,W,FULTON ST,WRECK & REMOVE 2 STORY BRICK RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,4529 W FULTON ST,True
100356954,1642,N,MOZART ST,WRECK AND REMOVEA FRAME GARAGE ONLY,CONTRACTOR-WRECKING,CRUNCH INC,OWNER,PAT DILLON,,,1642 N MOZART ST,False
100365157,628,W,61ST PL,WRECK AND REMOVE A SFR.,CONTRACTOR-WRECKING,KLF EXCAVATING,OWNER,HUBBARD COLEMAN,,,628 W 61ST PL,False
100362530,1410,S,KOMENSKY AVE,WRECK AND REMOVE TWO STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,1410 S KOMENSKY AVE,True
100360362,7736,S,BURNHAM AVE,WRECK AND REMOVE A GYM ANNEXX BUILDING.,CONTRACTOR-WRECKING,NF DEMOLITION,OWNER,CHICAGO PUBLIC SCHOOL,,,7736 S BURNHAM AVE,False
100361519,5517,S,BISHOP ST,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,5517 S BISHOP ST,True
100359959,1837,W,MELROSE ST,WRECK AND REMOVE 2 STORY FRAME RESIDENCE WITH GARAGE (2DU),CONTRACTOR-WRECKING,O'DWYER ENTERPRISES LTD,OWNER,BARRINGS BUILDER,,,1837 W MELROSE ST,False
100358451,11517,S,YALE AVE,EMERGENCY DEMOLITON: WRECK AND REMOVE A  STORY FRAME RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,11517 S YALE AVE,True
100358816,1742,N,BISSELL ST,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,PIONUN PROPERTIES LLC,,,1742 N BISSELL ST,False
100362765,3318,W,OHIO ST,WRECK AND REMOVE 3 STORIES BRICK.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,3318 W OHIO ST,True
100357697,5901,N,NORTHWEST HWY,WRECK AND REMOVE A 1 STORY FRAME COMMERCIAL BUILDING,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,RONAN INSVESTORS LLC,,,5901 N NORTHWEST HWY,False
100356707,6831,S,DAMEN AVE,EMERGENCY DEMO: WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,6831 S DAMEN AVE,True
100358819,2316,S,WENTWORTH AVE,WRECK AND REMOVE A 2 STORY COMMERCIAL BRICK BUILDING.,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,PIONUN PROPERTIES LLC,,,2316 S WENTWORTH AVE,False
100354263,7110,W,BELMONT AVE,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,JOHN GIANNINI,,,7110 W BELMONT AVE,False
100363518,6301,S,CICERO AVE,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,NATIONAL WRECKING CO,OWNER,CITY OF CHICAGO,,,6301 S CICERO AVE,True
100359928,6802,S,HONORE ST,COMPLETE DEMO OF RESIDENCE (EMERGENCY ) ORDER 1 STORY FRAME,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,6802 S HONORE ST,True
100356916,1150,W,59TH ST,WRECK & REMOVE TWO STORY BRICK BUILDING,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,1150 W 59TH ST,True
100359044,7054,S,MORGAN ST,WRECK & REMOVE 2 STORY BRICK MULTI-UNIT RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,7054 S MORGAN ST,True
100356131,5318,S,MARSHFIELD AVE,DEMOLITON OF A 1 STORY RES,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,LELA TOLES,,,5318 S MARSHFIELD AVE,False
100361544,3110,S,ABERDEEN ST,WRECK AND REMOVE A 1 STORY FRAME RESIDENTIAL BUILDING ATTIC,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,JAMES VYSOKY,,,3110 S ABERDEEN ST,False
100361736,6833,S,EMERALD AVE,EMERGENCY WRECK AND REMOVE 2 STORY BRICK BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,6833 S EMERALD AVE,True
100360112,2301,S,FEDERAL ST,WRECK AND REMVOE A 2 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,2301 S FEDERAL ST,True
100360891,4450,N,CLARK ST,WRECK AND REMOVE A 1 STORY COMMERCIAL BRICK BUILDING WITH THE SLAB ON GRADE.,CONTRACTOR-WRECKING,AMERICAN DEMOLITION COR,OWNER,BLACK ENSEMBLE THEATER,,,4450 N CLARK ST,False
100365095,3123,W,PERSHING RD,WRECK AND REMOVE A REAR PORCH SYSTEM ONLY,CONTRACTOR-WRECKING,GENERAL WRECKING CO.,OWNER,CITY OF CHICAGO,,,3123 W PERSHING RD,True
100354310,6000,N,LINCOLN AVE,WRECK AND REMOVE A 1 STORY FRAME ADDITION BEHIND FRUIT STAND.,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,PETER KOUGIAS,,,6000 N LINCOLN AVE,False
100365875,862,W,ROSCOE ST,WRECK & REMOVE 3 STORY BRICK BUILDING & GARAGE,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,ANNA COAKLEY,,,862 W ROSCOE ST,False
100357342,3032,W,CULLERTON ST,WRECK AND REMOVE 1 1/2 STORY BRICK SINGLE FAMILY,CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,3032 W CULLERTON ST,True
100358799,1401,E,67TH ST,EMERGENCY WRECK AND REMOVE 2 STORY BRICK COMMERCIAL,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,1401 E 67TH ST,True
100360827,516,W,57TH PL,EMERGENCY DEMOLITION: WRECK AND REMVOE A 2 STORY FRAME RESIDENTIAL HOUSE.,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,CITY OF CHICAGO,,,516 W 57TH PL,True
100364834,3536,W,FLOURNOY ST,DEMOLITION OF A 2 STORY BRICK RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CITY OF CHICAGO,,,3536 W FLOURNOY ST,True
100362983,7729,S,GREENWOOD AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NEW LIFE COVENANT OAKWOOD CHURCH,,,7729 S GREENWOOD AVE,False
100358953,11935,S,EGGLESTON AVE,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,11935 S EGGLESTON AVE,True
100356858,2852,N,RACINE AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,ALVERNA DEVELOPMENT,,,2852 N RACINE AVE,False
100359161,5011,W,CHICAGO AVE,WRECK AND REMOVE 2 STORY FRAM RESIDENCE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,5011 W CHICAGO AVE,True
100362738,2630,N,HALSTED ST,EMERGENCY WRECK AND REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,BECHSTEIN CONSTRUCTION,OWNER,CITY OF CHICAGO,,,2630 N HALSTED ST,True
100363851,1135,W,71ST ST,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,1135 W 71ST ST,True
100364552,6838,S,PEORIA ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL BUILDING,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,6838 S PEORIA ST,True
100356755,3519,S,OAKLEY AVE,WRECK AND REMOVE A 1 STORY BRICK RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,GENERAL WRECKING CO.,OWNER,MONICA MROZEK,,,3519 S OAKLEY AVE,False
100358452,10611,S,PERRY AVE,EMERGENCY DEMOLITON: WRECK AND REMOVE A 1 STORY FRAME RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,10611 S PERRY AVE,True
100354893,5812,S,KEDZIE AVE,WRECK & REMOVE 1 STORY BRICK BUILDING,CONTRACTOR-WRECKING,ACHILLWA INX,OWNER,5724 S. KEDZIE LLC,,,5812 S KEDZIE AVE,False
100363164,3329,N,DRAKE AVE,WRECK AND REMOVE A 2 1\2 STORY FRAME HOUSE WITH FULL BASEMENT,CONTRACTOR-WRECKING,J & M HAULING CO INC,OWNER,P J PRESERVATION,,,3329 N DRAKE AVE,False
100357899,8600,S,SUMMIT AVE,RAZE AND REMOVE PARTIALLY BUILT CINDERBLOCK CHURCH,CONTRACTOR-WRECKING,C3 CONSTRUCTION,OWNER,PENSON TEMPLE CHURCH,,,8600 S SUMMIT AVE,False
100362726,7031,S,THROOP ST,EMERGENCY WRECK AND REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,7031 S THROOP ST,True
